"('pid',)","('primaryName',)","('birthYear',)","('deathYear',)"
nm0146033,Víctor Andrés Catena,1925,2009
nm0146120,Ed Cathell III,,
nm0146341,Peter Cattaneo,1964,
nm0146434,Pascal Caucheteux,,
nm0146991,Fred Cavayé,,
nm0147022,Nick Cave,1957,
nm0147080,Jonathan Cavendish,,
nm0147147,Henry Cavill,1983,
nm0147308,Fernando Cayo,1968,
nm0147416,Lila Cazès,,2017
nm0147599,Suso Cecchi D'Amico,1914,2010
nm0147603,Vittorio Cecchi Gori,1942,
nm0147825,Cedric the Entertainer,1964,
nm0148041,Adolfo Celi,1922,1986
nm0148418,Michael Cera,1988,
nm0148437,Vincenzo Cerami,1940,2013
nm0148516,Aleksey Serebryakov,1964,
nm0148535,Michael Cerenzie,1970,
nm0148808,Mike Cerrone,1957,
nm0149223,Seoung-Jae Cha,,
nm0149290,Michael Chabon,1963,
nm0149305,Gregg Chabot,1969,
nm0149446,Gurinder Chadha,1960,
nm0149453,Milan Chadima,1974,
nm0149491,Justin Chadwick,1968,
nm0149556,Ceán Chaffin,1957,
nm0149563,Stokely Chaffin,,
nm0150155,Doug Chamberlin,,
nm0150712,John C. Champion,1923,1994
nm0150989,Kwong Wing Chan,1967,
nm0151013,Man Keung Chan,,
nm0151250,Anna Chancellor,1965,
nm0151362,Evan Chandler,1944,2009
nm0151419,Kyle Chandler,1965,
nm0151434,Michael Chandler,,
nm0151452,Raymond Chandler,1888,1959
nm0151540,Jay Chandrasekhar,1968,
nm0151654,Chang Chen,1976,
nm0151835,Terence Chang,,
nm0151925,Simon Channing Williams,1945,2009
nm0152284,Andrew Chapman,,
nm0152312,Brenda Chapman,1962,
nm0152469,Michael Chapman,1935,2020
nm0152521,Sean Chapman,1961,
nm0152788,Patricia Charbonnet,,
nm0153078,Larry Charles,1956,
nm0153263,César Charlone,1958,
nm0153384,Sara B. Cooper,,
nm0153444,Mark Charpentier,,
nm0153508,Henri Charrière,1906,1973
nm0153587,William Chartoff,1963,
nm0153590,Robert Chartoff,1933,2015
nm0153738,Daveigh Chase,1990,
nm0153744,Debra Martin Chase,1956,
nm0153892,Julia Chasman,,
nm0153893,Steven Chasman,,
nm0154665,Paddy Chayefsky,1923,1981
nm0154716,Stephen Chbosky,1970,
nm0154819,Jeremiah S. Chechik,1955,
nm0155093,Peter Chelsom,1956,
nm0155942,Jeffrey Chernov,,
nm0155961,Michael S. Chernuchin,1954,
nm0156039,Virginia Cherrill,1908,1996
nm0156432,Tung Cho 'Joe' Cheung,,
nm0156816,Richard Chew,1940,
nm0157096,Debra Chiate,,
nm0157463,Julia Child,1912,2004
nm0157787,Stephen Chin,,
nm0157966,Kevin Chinoy,,
nm0158626,John Cho,1972,
nm0158856,Choi Min-sik,1962,
nm0158885,Yong-bae Choi,,
nm0158966,Lisa Cholodenko,1964,
nm0159039,Felix Chong,1968,
nm0159507,Stephen Chow,1962,
nm0159767,Don Christensen,1916,2006
nm0159789,Hayden Christensen,1981,
nm0159802,Jesper Christensen,1948,
nm0160004,Claudia Christian,1965,
nm0160391,Pierre Christin,1938,
nm0160840,Jon M. Chu,1979,
nm0161045,Bo-Chu Chui,,
nm0161200,Chung-hoon Chung,1970,
nm0161285,Peter Chung,1961,
nm0161530,Barry Chusid,,
nm0161796,Fabio Cianchetti,1952,
nm0161834,Derek Cianfrance,1974,
nm0162361,Leonardo Cimino,1917,2012
nm0162752,Patrick Cirillo,,
nm0163706,Bob Clark,1939,2007
nm0163770,Chris Clark,,
nm0163988,Clark Gregg,1962,
nm0164063,Jason Clark,,
nm0164203,Les Clark,1907,1979
nm0164626,Steve Clark-Hall,,
nm0164809,Jason Clarke,1969,
nm0164851,Keith R. Clarke,,
nm0164898,Mary Ruth Clarke,1959,
nm0165049,Warren Clarke,1947,2014
nm0165101,Patricia Clarkson,1959,
nm0165412,James Clavell,1921,1994
nm0166074,Dick Clement,1937,
nm0166256,Ron Clements,1953,
nm0166307,Larry Clemmons,1906,1988
nm0166551,Eric Cleworth,1920,1999
nm0166625,Graeme Clifford,1942,
nm0166641,Jeffrey Clifford,,
nm0166787,Sanford R. Climan,,
nm0167028,Kristen Cloke,1968,
nm0167195,Robert Clouse,1928,1997
nm0167197,Charlie Clouser,1963,
nm0167280,Daniel Clowes,1961,
nm0167388,François Cluzet,1955,
nm0167613,Anne V. Coates,1925,2018
nm0167649,Kim Coates,1958,
nm0167708,David Coatsworth,,
nm0167767,Humphrey Cobb,1899,1944
nm0167795,Melissa Cobb,,
nm0167850,Bill Cobbs,1934,
nm0168042,Imogene Coca,1908,2001
nm0168262,Rory Cochrane,1972,
nm0168284,Adam Cockburn,,
nm0168379,Jay Cocks,1944,
nm0168759,Franklin Coen,1912,1990
nm0169180,Alan R. Cohen,1964,
nm0169213,Andy Cohen,,
nm0169256,Bobby Cohen,,
nm0169260,Bruce Cohen,,
nm0169299,Danny Cohen,,
nm0169344,Edward Colman,1905,1995
nm0169480,Jeff Cohen,1974,
nm0169505,Joel Cohen,,
nm0169509,Jon Cohen,,
nm0169522,Joseph Newton Cohen,,
nm0169540,Larry Cohen,1936,2019
nm0169548,Lawrence D. Cohen,,
nm0169806,Taika Waititi,1975,
nm0170160,Gene Colan,1926,2011
nm0170306,Stephen Colbert,1964,
nm0170550,Gary Cole,1956,
nm0171253,Warren Coleman,,
nm0171348,Robert F. Colesberry,1946,2004
nm0171651,Bill Collage,,
nm0171718,Michael Colleary,,
nm0171722,John Collee,1955,
nm0172491,Lindsey Collins,,
nm0172523,Max Allan Collins,1948,
nm0172830,Carlo Collodi,1826,1890
nm0173549,Jaime Comas Gil,1936,2021
nm0173679,Betty Comden,1917,2006
nm0173827,Dorothy Comingore,1913,1971
nm0174021,Scout Taylor-Compton,1989,
nm0174024,Doug Compton,,
nm0174374,Bill Condon,1955,
nm0174403,Kerry Condon,1983,
nm0174410,Richard Condon,1915,1996
nm0174682,Chester Conklin,1886,1971
nm0174807,Roy Conli,1971,
nm0174840,Gerry Conlon,1954,2014
nm0174974,Del Connell,1918,2011
nm0175093,Michael Connelly,1956,
nm0175262,Billy Connolly,1942,
nm0175333,Myles Connolly,1897,1964
nm0175369,Walter Connolly,1887,1940
nm0175676,Joseph Conrad,1857,1924
nm0175722,Scott Conrad,,
nm0175726,Steve Conrad,1968,
nm0175788,Hans Conried,1917,1982
nm0175814,Frances Conroy,1953,
nm0175931,Anne Consigny,1963,
nm0176036,Jean Constantin,1923,1997
nm0176073,Michael Constantine,1927,2021
nm0176707,Jeremy Conway,,
nm0176839,Ry Cooder,1947,
nm0176869,Steve Coogan,1965,
nm0176882,A.J. Cook,1978,
nm0176905,Barry Cook,1958,
nm0176981,Dane Cook,1972,
nm0177018,Douglas Cook,1959,2015
nm0177170,Lorna Cook,,
nm0177228,Peter Cook,1937,1995
nm0177336,Whitfield Cook,1909,2003
nm0177348,Xavier Cook,,
nm0177396,Christian Cooke,1987,
nm0177504,Tricia Cooke,1965,
nm0177637,Greg Coolidge,1972,
nm0177639,Jennifer Coolidge,1961,
nm0177707,Melanie Coombs,1969,
nm0177769,Michael Cooney,1967,
nm0177836,Adam Cooper,,
nm0177896,Bradley Cooper,1975,
nm0177933,Chris Cooper,1951,
nm0178126,James Fenimore Cooper,1789,1851
nm0178260,Merian C. Cooper,1893,1973
nm0178376,Scott Cooper,1970,
nm0178589,Brad Copeland,,
nm0178785,Alec Coppel,1907,1972
nm0178874,Carmine Coppola,1910,1991
nm0178875,Chris Coppola,,
nm0178910,Roman Coppola,1965,
nm0178992,Antonio Cora,,
nm0178997,Frank Coraci,1966,
nm0179173,John Corbett,1961,
nm0179697,Ericson Core,,
nm0179819,Wendell Corey,1914,1968
nm0180011,Avery Corman,1935,
nm0180257,John Cornell,1941,2021
nm0180366,Stuart Cornfeld,1952,2020
nm0180411,Abbie Cornish,1982,
nm0180428,Joe Cornish,1968,
nm0180508,Stephen Cornwell,,
nm0180580,Jose Coronado,1957,
nm0181019,John William Corrington,1932,1988
nm0181020,Joyce Hooper Corrington,1936,
nm0181149,John W. Corso,1929,2019
nm0181425,Jesse Corti,1955,
nm0181579,Rodrigo Cortés,1973,
nm0181650,Hank Corwin,,
nm0181902,George P. Cosmatos,1941,2005
nm0182250,Mary Costa,1930,
nm0182363,Tom Costain,1971,
nm0182449,Julie Costanzo,,
nm0182455,Paulo Costanzo,1978,
nm0182666,Nikolaj Coster-Waldau,1970,
nm0182839,Marion Cotillard,1975,
nm0183183,William Cottrell,1906,1995
nm0183231,Chuck Couch,1909,1987
nm0183533,Michael Coulter,1952,
nm0183921,James Jude Courtney,1957,
nm0184392,Martin Kove,1946,
nm0184429,Franklin Cover,1928,2006
nm0184445,Allen Covert,1964,
nm0184620,Rob Cowan,,
nm0184770,Robin Cowie,,
nm0184947,C. Jay Cox,1962,
nm0185088,Joel Cox,1942,
nm0185309,Lucinda Coxon,1962,
nm0185583,James Crabe,1931,1989
nm0185819,Daniel Craig,1968,
nm0185848,Eli Craig,1972,
nm0185976,Peter Craig,1969,
nm0186101,Robert Crais,1953,
nm0186477,David Crank,,
nm0186505,Bryan Cranston,1956,
nm0186602,Garth Craven,,
nm0186677,Lorella Cravotta,1958,
nm0186761,Ellen Crawford,1951,
nm0187044,Jacob Craycroft,,
nm0187050,Judy Craymer,,
nm0187232,Richard Creedon,1890,1974
nm0187719,Terry Crews,1968,
nm0187724,Wendy Crewson,1956,
nm0187769,Charles Crichton,1910,1999
nm0188053,Franco Cristaldi,1924,1992
nm0188357,Harry Crocker,1893,1958
nm0188949,Alison Crosbie,,
nm0189117,Beverley Cross,1931,1998
nm0189200,Joseph Cross,1986,
nm0189232,Neil Cross,,
nm0189272,Shauna Cross,,
nm0189278,T.J. Cross,,
nm0189496,Russel Crouse,1893,1966
nm0189610,Christopher Crowe,1948,
nm0189769,Nathan Crowley,1966,
nm0189777,Patrick Crowley,,
nm0189887,Marie-Josée Croze,1970,
nm0190085,Barry Crump,1935,1996
nm0190744,Marton Csokas,1966,
nm0190780,Gabor Csupo,1952,
nm0190859,Alfonso Cuarón,1961,
nm0190860,Carlos Cuarón,1966,
nm0190861,Jonás Cuarón,1981,
nm0191109,José Luis Cuerda,1947,2020
nm0191412,Rory Culkin,1989,
nm0191547,Johnston McCulley,1883,1958
nm0191712,R.J. Cutler,1962,
nm0191717,Jill Culton,,
nm0191896,Howard Cummings,,
nm0191950,Robert Cummings,1910,1990
nm0192090,Rusty Cundieff,1960,
nm0192254,Carolynne Cunningham,,
nm0192356,John W. Cunningham,1915,2002
nm0192384,Lowell Cunningham,1959,
nm0192446,Sean S. Cunningham,1941,
nm0192889,Tony Curran,1969,
nm0192942,Brian Hayes Currie,1961,
nm0192984,Paul Currie,,
nm0193268,Bonnie Curtis,,
nm0193295,Cliff Curtis,1968,
nm0193303,Dan Curtis,1927,2006
nm0193344,Grant Curtis,,
nm0193387,Joey Curtis,1973,
nm0193485,Richard Curtis,1956,
nm0193681,Carlton Cuse,1959,
nm0193846,Elisha Cuthbert,1982,
nm0193854,Neil Cuthbert,,
nm0194018,Jack Cutting,1908,1988
nm0194356,Stefan Czapsky,1950,
nm0194365,Jim Czarnecki,,
nm0194446,Peter Czernin,,
nm0194572,Javier Cámara,1967,
nm0194900,Nicholas D'Agosto,1980,
nm0195358,Philip D'Antoni,1929,2018
nm0195439,James D'Arcy,1975,
nm0196119,Don DaGradi,1911,1991
nm0196928,Henrik Dahl,1964,
nm0196946,Liccy Dahl,1938,
nm0197636,Stephen Daldry,1960,
nm0197647,James Badge Dale,1978,
nm0197703,J. Miles Dale,,
nm0197855,John Francis Daley,1985,
nm0197982,John Dall,1920,1971
nm0198467,Jules Daly,,
nm0198941,Mark Damon,1933,
nm0199006,Linh-Dan Pham,1974,
nm0199312,Eric Dane,1972,
nm0199679,Lee Daniel,1962,
nm0199733,Sean Daniel,1951,
nm0199774,Isa Danieli,1937,
nm0199787,Henry Daniell,1894,1963
nm0200005,Lee Daniels,1959,
nm0200057,Phil Daniels,1958,
nm0200122,William Daniels,1927,
nm0200452,Paul Dano,1984,
nm0200758,Allen Danziger,1942,
nm0201304,Gregory Poirier,1961,
nm0201509,Eric Darnell,1961,
nm0201819,Lucy Darwin,,
nm0201857,Ricardo Darín,1957,
nm0202425,Ken Daurio,,
nm0202603,Jack Davenport,1973,
nm0202704,Bruce Davey,,
nm0202966,Keith David,1956,
nm0203118,Neil Davidge,,
nm0203577,Andrew Davies,1936,
nm0203710,Freeman A. Davies,1945,
nm0203762,Iva Davies,1955,
nm0204000,Tod Davies,1955,
nm0204030,William Davies,,
nm0204129,Adam 'Tex' Davis,,
nm0204190,Arthur Davis,1905,2000
nm0204485,Don Davis,1957,
nm0204567,Elliot Davis,1948,
nm0204583,Essie Davis,1970,
nm0204628,Garth Davis,1974,
nm0204706,Hope Davis,1964,
nm0204862,John Davis,,
nm0204946,Kaye Davis,,
nm0204987,Kira Davis,,
nm0205063,Lucy Davis,1973,
nm0205127,Matthew Davis,1978,
nm0205157,Michael Davis,1961,
nm0205287,Peter S. Davis,1941,2021
nm0205373,Rochelle Davis,1980,
nm0205423,Sammi Davis,1964,
nm0205542,Tamra Davis,1962,
nm0205626,Viola Davis,1965,
nm0205657,William B. Davis,1938,
nm0205713,Doug Davison,,
nm0205727,Jon Davison,1949,
nm0205772,Ken Davitian,1953,
nm0205972,Johnny Dawkins,,
nm0206154,Jeremy Dawson,,
nm0206257,Rosario Dawson,1979,
nm0206359,Charlie Day,1976,
nm0206760,Jonathan Dayton,1957,
nm0207305,Jeanne-Marie Leprince de Beaumont,1711,1780
nm0207401,Piero De Bernardi,1926,2010
nm0207498,Nicole de Boer,1970,
nm0207532,John de Borman,1954,
nm0208381,Barbara De Fina,,
nm0209030,Marc de Jonge,1949,1996
nm0209303,Luis de la Madrid,,
nm0209326,Kevin de la Noy,,
nm0209404,Rodrigo de la Serna,1976,
nm0209569,Dino De Laurentiis,1919,2010
nm0209581,Raffaella De Laurentiis,1954,
nm0209773,Donald De Line,,
nm0210112,Merrill De Maris,1898,1948
nm0210320,Kirk DeMicco,1969,
nm0211087,Emilie de Ravin,1981,
nm0211823,Steven E. de Souza,1947,
nm0211920,Marina de Tavira,1974,
nm0212046,Tasha de Vasconcelos,1966,
nm0212246,Christopher De Vore,,
nm0212990,Lydia Dean Pilcher,,
nm0213281,Jeffery Deaver,1950,
nm0213424,Benoît Debie,,
nm0213450,Dean DeBlois,1970,
nm0213948,Guy Decomble,1910,1964
nm0214036,Ed Decter,1959,
nm0214303,Michael Deeley,1932,
nm0214889,Bob Degus,,
nm0214989,Paul Dehn,1912,1976
nm0215130,Ian Deitchman,,
nm0215269,Fred Dekker,1959,
nm0215299,Steven S. DeKnight,,
nm0215455,Ronnie Del Carmen,1959,
nm0215769,Deborah Del Prete,,
nm0215878,Thomas Del Ruth,1942,
nm0216214,Camille Delamarre,1979,
nm0216632,Bruno Delbonnel,1957,
nm0216635,Olivier Delbosc,1968,
nm0217120,Benoît Delhomme,1961,
nm0217258,Enzo Dell'Aquila,,
nm0217386,David Della Rocco,1952,
nm0217822,Richard DeManincor,,
nm0217896,John DeLuca,,
nm0218259,Christi Dembrowski,1960,
nm0218621,James DeMonaco,1969,
nm0218714,Ceci Dempsey,,
nm0218760,Rick Dempsey,,
nm0219292,David Denman,1973,
nm0219456,Gill Dennis,1941,2015
nm0219670,Roger Q. Denny,,
nm0219720,Pen Densham,1947,
nm0219990,Kassie Wesley DePaiva,1961,
nm0220045,Greg DePaul,,
nm0220533,Tony DeRosa-Grund,,
nm0220600,Scott Derrickson,1966,
nm0220892,Tom DeSanto,,
nm0221042,Caleb Deschanel,1944,
nm0221046,Zooey Deschanel,1980,
nm0221133,Mike de Seve,,
nm0222104,Stephen Deutsch,1946,
nm0222150,Prabhu Deva,,
nm0222584,D.V. DeVincentis,,
nm0222676,Zanne Devine,,
nm0223359,Tom Dey,1965,
nm0223518,Caroline Dhavernas,1978,
nm0223964,Fernando Di Leo,1932,2003
nm0224145,Denise Di Novi,1956,
nm0224606,David Diamond,,
nm0224634,I.A.L. Diamond,1920,1988
nm0225146,Lorenzo di Bonaventura,1957,
nm0225323,Chris Dickens,,
nm0225332,Kim Dickens,1965,
nm0225463,James Dickey,1923,1997
nm0225483,Kate Dickie,1971,
nm0225746,Vince DiCola,1957,
nm0225767,Dawn Didawick,1941,
nm0225820,Joan Didion,1934,2021
nm0225942,William Diehl,1924,2006
nm0226538,John Dighton,1909,1989
nm0226544,Louis DiGiaimo,1938,2015
nm0226813,Garret Dillahunt,1964,
nm0226820,Stephen Dillane,1957,
nm0227039,Melinda Dillon,1939,
nm0227540,Mark Dindal,1960,
nm0227704,Paul Dini,1957,
nm0227759,Peter Dinklage,1969,
nm0227875,Ronnie James Dio,1942,2010
nm0228327,Karen Disher,,
nm0228492,Steve Ditko,1927,2018
nm0228542,Christian Ditter,1977,
nm0228690,A.J. Dix,,
nm0228908,Leslie Dixon,,
nm0228970,Christopher Wood,1935,2015
nm0229644,Lem Dobbs,1958,
nm0229694,David Dobkin,1969,
nm0229943,Vernon Dobtcheff,1934,
nm0230032,Pete Docter,1968,
nm0230045,Anthony Dod Mantle,1955,
nm0230306,Neal Dodson,1978,
nm0230666,Walt Dohrn,1970,
nm0231190,Bob Dolman,1949,
nm0231283,John Doman,1945,
nm0231596,Andrew Dominik,1967,
nm0231946,Heather Donahue,1974,
nm0232433,Joshua Donen,1955,
nm0232561,John C. Donkin,,
nm0232924,Walter Donohue,,
nm0232998,Jeffrey Donovan,1968,
nm0233026,Martin Donovan,1950,
nm0233027,Martin Donovan,1957,
nm0233035,Michael Donovan,,
nm0233145,Alison Doody,1966,
nm0233386,Lindsay Doran,1948,
nm0233561,Cliff Dorfman,,
nm0233562,David Dorfman,1993,
nm0233563,David Dorfman,,
nm0233587,Robert Dorfmann,1912,1999
nm0233757,Jaco Van Dormael,1957,
nm0233758,Pierre van Dormael,1952,2008
nm0233827,Dody Dorn,1955,
nm0234541,Roy Dotrice,1923,2017
nm0234668,Portia Doubleday,1988,
nm0234791,Doug E. Doug,1970,
nm0234806,Terry Dougas,1977,
nm0234837,Don Dougherty,,
nm0235684,Ned Dowd,1950,
nm0235719,John Erick Dowdle,1972,
nm0236202,Nicholas Downs,1976,
nm0236279,Arthur Conan Doyle,1859,1930
nm0236313,Christopher Doyle,1952,
nm0236405,Julian Doyle,1942,
nm0236462,Patrick Doyle,1953,
nm0236495,Shawn Doyle,1968,
nm0236519,Brian Doyle-Murray,1945,
nm0236884,Diane Drake,,
nm0236944,Joseph Drake,,
nm0236966,Matt Drake,,
nm0237237,Jamie Draven,1979,
nm0237543,Hal Dresner,1937,
nm0237819,Michael Dreyer,,
nm0237985,Bobby Driscoll,1937,1968
nm0238138,Sara Driver,1955,
nm0238256,Kevin Droney,1948,
nm0238668,Ann Druyan,1949,
nm0238698,Stuart Dryburgh,1952,
nm0238879,Kylie Du Fresne,,
nm0238893,Du Lu Wang,1909,1977
nm0238898,Daphne Du Maurier,1907,1989
nm0239277,Daniel Dubiecki,1977,
nm0240627,Troy Duffy,1971,
nm0240797,Dennis Dugan,1946,
nm0241049,Josh Duhamel,1972,
nm0241121,Jean Dujardin,1972,
nm0241173,Clark Duke,1985,
nm0241374,Jim Dultz,,
nm0241416,Alexandre Dumas,1802,1870
nm0241489,Sidonie Dumas,1967,
nm0241748,Dennis Dun,1952,
nm0241753,Dun Tan,1957,
nm0241759,Deanna Dunagan,1940,
nm0241949,David Duncan,1913,1999
nm0242026,Lindsay Duncan,1950,
nm0242028,Lois Duncan,1934,2016
nm0242271,Duwayne Dunham,1952,
nm0242381,David M. Dunlap,,
nm0242491,Andrew Dunn,,
nm0242869,John Gregory Dunne,1932,2003
nm0242897,Philip Dunne,1908,1992
nm0243233,Mark Duplass,1976,
nm0243340,René Dupont,1929,
nm0243355,Albert Dupontel,1964,
nm0243842,Giustino Durano,1923,2002
nm0243983,Richard Durden,1944,
nm0244110,Todd Durham,,
nm0244630,Eliza Dushku,1980,
nm0245112,Clea DuVall,1977,
nm0245145,Wayne Duvall,1958,
nm0245435,Laurence Dworet,,
nm0245493,Finola Dwyer,,
nm0245596,Guy Hendrix Dyas,1968,
nm0245888,Jesse Dylan,1966,
nm0246386,Mélissa Désormeaux-Poulin,,
nm0246404,Luc Déry,,
nm0247524,Guy East,,
nm0247653,Kevin Eastman,1962,
nm0247659,Marilyn Eastman,1933,2021
nm0247691,Robert Easton,1930,2011
nm0247762,Kyle Eastwood,1968,
nm0247787,Andrew Eaton,1960,
nm0247881,Shirley Eaton,1937,
nm0247939,Fred Ebb,1928,2004
nm0248082,Oliver Eberle,,
nm0248178,Christopher Eberts,,
nm0248248,Douglas J. Eboch,1967,
nm0248408,Emilio Echevarría,,
nm0248600,Andrea Eckert,1958,
nm0248767,Umberto Eco,1932,2016
nm0248997,Pawel Edelman,1958,
nm0249050,Neal Edelstein,,
nm0249186,Arthur Edeson,1891,1970
nm0249291,Joel Edgerton,1974,
nm0250743,Susan Egan,1970,
nm0250813,Nikolaj Egelund,1968,
nm0250867,David Eggby,1950,
nm0250995,Ralph Eggleston,1965,
nm0251050,Charles H. Eglee,1951,
nm0251416,Ehsaan Noorani,,
nm0251536,Bernd Eichinger,1949,2011
nm0251801,Ludovico Einaudi,1955,
nm0251986,Jesse Eisenberg,1983,
nm0252135,Breck Eisner,1970,
nm0252155,Philip Eisner,,
nm0252230,Chiwetel Ejiofor,1977,
nm0252238,Carmen Ejogo,1973,
nm0252321,Allan Ekelund,1918,2009
nm0252345,Bengt Ekerot,1920,1971
nm0252346,Joe Ekers,,
nm0252382,Susan Ekins,1959,
nm0252961,Idris Elba,1972,
nm0253120,Kristian Eidnes Andersen,1966,
nm0253323,Harry Elfont,1968,
nm0253708,Kimberly Elise,1967,
nm0253844,Rachel Elkind,1939,
nm0254085,Tom Ellery,,
nm0254178,Adam Elliot,1972,
nm0254213,David Elliot,,
nm0254402,Chris Elliott,1960,
nm0254645,Ted Elliott,1961,
nm0254675,John Elliotte,1902,1986
nm0254712,Aunjanue Ellis,1969,
nm0254735,Bret Easton Ellis,1964,
nm0254786,David R. Ellis,1952,2013
nm0254803,Don Ellis,1934,1978
nm0255278,James Ellroy,1948,
nm0255296,Carl Ellsworth,,
nm0255891,Cassian Elwes,1959,
nm0256079,Matt Ember,1961,
nm0256121,Ethan Embry,1978,
nm0256361,David Emge,1946,
nm0256497,Toby Emmerich,1963,
nm0256542,Randall Emmett,1971,
nm0256779,Michael Ende,1929,1995
nm0256870,Shûsaku Endô,1923,1996
nm0256890,Lena Endre,1955,
nm0257258,Robert Engelman,,
nm0257259,Tom Engelman,,
nm0257333,Trevor Engelson,1976,
nm0257373,Kurt Engfehr,,
nm0257481,Otto Englander,1906,1969
nm0257513,Ryan Engle,1979,
nm0257969,Mireille Enos,1975,
nm0258059,Thom Enriquez,,
nm0258286,Delia Ephron,1944,
nm0258388,Louis Eppolito,1948,2019
nm0258390,Jack Epps Jr.,1949,
nm0258418,Adam Jay Epstein,,
nm0258431,Brad Epstein,,
nm0258493,Julius J. Epstein,1909,2000
nm0258525,Philip G. Epstein,1909,1952
nm0258627,Greg Erb,,
nm0259689,Donald W. Ernst,1934,
nm0260224,Arlen Escarpeta,1981,
nm0260389,Jean-Yves Escoffier,1950,2003
nm0260675,John Eskow,,
nm0261435,Susie Essman,1955,
nm0262210,Lukas Ettlin,1975,
nm0262325,Jeffrey Eugenides,1960,
nm0262509,Charles Evans Jr.,,
nm0262595,Bruce A. Evans,1946,
nm0262635,Chris Evans,1981,
nm0262968,Lee Evans,1964,
nm0263010,Marc Evans,,
nm0263052,Maurice Evans,1901,1989
nm0263172,Robert Evans,1930,2019
nm0263591,Rex Everhart,1920,2000
nm0263989,Michael Ewing,,
nm0264330,Maynard Eziashi,1965,
nm0264338,Carlos Ezquerra,1947,2018
nm0264520,Steve Faber,,
nm0265363,Peter Faiman,1944,
nm0266239,Paul Falkenberg,1903,1986
nm0266338,Carl Fallberg,1915,1996
nm0266430,Michael Fallon,,
nm0266536,Harold Faltermeyer,1952,
nm0266658,Siu-Wong Fan,1973,
nm0266673,Barry Fanaro,,
nm0266684,Hampton Fancher,1938,
nm0266777,Stefen Fangmeier,1960,
nm0266824,Dakota Fanning,1994,
nm0267018,Ladislas Farago,1906,1980
nm0267042,Golshifteh Farahani,1983,
nm0267506,Anna Faris,1976,
nm0267511,Sean Faris,1982,
nm0267512,Valerie Faris,1958,
nm0267812,Vera Farmiga,1973,
nm0268199,Colin Farrell,1976,
nm0268286,Mike Farrell,1939,
nm0268380,Peter Farrelly,1956,
nm0268616,Suzanne Farwell,,
nm0268779,Howard Fast,1914,2003
nm0269463,Jon Favreau,1966,
nm0269542,Nat Faxon,,
nm0269683,Scott Faye,,
nm0269751,Adrienne Fazan,1906,1986
nm0269936,Feather,,
nm0270073,Frédérique Feder,,
nm0270458,Rudi Fehr,1911,1999
nm0270549,Erik Feig,,
nm0270559,Kevin Feige,1973,
nm0270761,Bruce Feirstein,1956,
nm0270809,Buzz Feitshans,1937,
nm0271012,Charles K. Feldman,1904,1968
nm0271026,Edward S. Feldman,1929,2020
nm0271098,Randy Feldman,,
nm0271338,Paul A. Felix,,
nm0271402,Sam Fell,,
nm0271479,Eric Fellner,1959,
nm0271501,Julian Fellowes,1949,
nm0271658,Verna Felton,1890,1966
nm0271854,Pablo F. Fenjves,1956,
nm0272090,Thomas Fenton,,
nm0272173,Colm Feore,1958,
nm0272324,Spike Feresten,1964,
nm0272401,Craig Ferguson,1962,
nm0272511,Larry Ferguson,1940,
nm0272521,Lynn Ferguson,1965,
nm0272568,Norman Ferguson,1902,1957
nm0272581,Rebecca Ferguson,1983,
nm0273327,Julio Fernández,1947,
nm0273832,Gustavo Ferrada,,
nm0274371,Louis Ferreira,1966,
nm0274721,Dante Ferretti,1943,
nm0274729,Robert A. Ferretti,,
nm0274754,Elda Ferri,,
nm0274853,Franco Ferrini,1944,
nm0274905,Michael Ferris,1961,
nm0274923,Walter Ferris,1882,1965
nm0275264,Joachim Fest,1926,2006
nm0275286,David S. Goyer,1965,
nm0275486,Tina Fey,1970,
nm0275629,Glenn Ficarra,,
nm0275651,Niv Fichman,,
nm0275698,Andy Fickman,,
nm0275835,John Fiedler,1925,2005
nm0276059,Ted Field,1953,
nm0276062,Todd Field,1964,
nm0276144,Helen Fielding,1958,
nm0276169,Tom Holland,1943,
nm0276178,Adam Fields,,
nm0276238,Freddie Fields,1923,2007
nm0276252,Herbert Fields,1897,1958
nm0276349,Shane Meadows,1972,
nm0276353,Simon Fields,1955,
nm0276399,Ranulph Fiennes,1944,
nm0276541,Christopher Figg,1957,
nm0276821,Jason Filardi,,
nm0277213,Nathan Fillion,1971,
nm0277342,Michael Fimognari,,
nm0277590,Anne Fine,1947,
nm0277704,Wendy Finerman,1961,
nm0277730,Bill Finger,1914,1974
nm0277807,Harry Julian Fink,1923,2001
nm0277849,Rita M. Fink,,
nm0277896,Penney Finkelman Cox,1951,
nm0277975,Frank Finlay,1926,2016
nm0278128,Jon Finn,,
nm0278181,Will Finn,1958,
nm0278228,Michael Finnell,,
nm0278440,Giovanni Fiore Coltellacci,,
nm0278475,Mauro Fiore,1964,
nm0278767,Andrew Fiscella,1966,
nm0278969,Jan Fischer,1947,2011
